ST1 to PS1,ST1 to PS2,ST1 to PS3,ST1 to PS4,ST1 to PS6,ST1 to PS9,ST1 to PS12,ST1 to PS16,ST1 to PS20,ST1 to PS24
-0.871417496,1.680889604,2.580825771,2.12677257,2.225510065,0.315090096,1.515353387,2.358962693,2.179229112,2.010870842
0.717143738,-1.54615677,-1.391103703,-1.564797967,-1.562211157,-0.063013225,-1.525159015,-1.306344481,-1.533478041,-1.567688579
0.373651185,-1.516741167,-3.126481161,-3.285696252,-4.243393483,-0.230948328,-0.997248511,-2.591552971,-2.764845459,-3.137848564
0.358799639,-1.071945625,-2.304971067,-2.278026797,-2.254344825,-0.340103821,-0.696509753,-1.968741759,-2.194201059,-2.191763619
-0.871431691,1.099067469,-0.111401301,-0.065174822,0.056406322,0.32745955,1.405323249,1.115647263,-0.178477196,0.025391971
0.761705956,-1.095168785,-1.506018571,-1.949299439,-2.029191083,-0.511956358,-0.989522446,-1.523218743,-1.842679956,-2.013124189
0.488456648,-1.222764019,-1.936463532,-2.195461779,-1.899813771,-0.330814502,-0.826493013,-1.839880187,-1.974395201,-1.816083235
0.436996212,-1.79381282,-3.290247593,-3.261885138,-3.665669035,-0.710630312,-0.828050406,-2.652961523,-3.321057843,-3.277716474
-0.368628638,0.390947176,1.594948093,1.557727897,1.789208899,-0.01657223,0.449107842,0.871694782,1.362820696,1.491448223
-0.145984462,-0.104441307,0.478851289,0.915700738,1.039158725,-0.114776229,0.035761425,0.030770412,0.87183708,0.984002851
0.22055249,-2.207011619,-4.360440637,-4.783925301,-3.954231978,-0.278782709,-1.54721517,-3.074925693,-4.33598876,-4.141437547
0.381633349,0.107215442,0.909836132,1.397706884,1.476152484,0.073922161,-0.256497142,0.498109076,1.152385129,1.338013164
-0.656083878,1.33476389,1.798235472,2.101260657,2.286950281,-0.059842301,1.147732887,1.641108802,1.966117809,2.239679546
-0.952541472,1.446144527,-2.503737016,-3.343884596,-3.48981522,0.624200274,1.999968216,0.741419779,-3.301976963,-2.806065837
-0.185922165,-0.70422894,-1.290451909,-1.523184644,-1.744287362,0.0218618,-0.124925202,-0.915460696,-1.465481342,-1.611723437
0.139438821,-0.246399273,0.240304606,1.07204313,1.141471144,0.070828768,-0.292967334,0.168383467,0.85775273,1.03498984
-0.380622781,0.648872254,1.551489463,2.867195908,3.274410907,0.091715975,0.303948684,0.664177911,2.35967035,3.149084972
0.425510108,-2.359630257,-2.376391392,-2.241428466,-2.152930509,-0.076719507,-2.082359791,-2.017768196,-2.172193961,-2.158809748
-0.818428853,1.413275609,1.00791784,1.103229927,1.262931541,0.094304256,1.526269305,1.223423454,1.072356873,1.2118568
-0.405193381,0.982251318,1.037864897,0.788351153,0.802052936,0.230878961,0.94431227,1.231948608,0.895133544,0.778315569
0.656875272,-1.656973385,-2.816726201,-2.682575846,-3.015408393,-0.598773325,-1.123388968,-1.960717188,-2.773271794,-2.609656193
-1.304997083,0.133085461,-0.130960717,-0.330731972,-0.349068204,0.004360616,0.675483327,0.133404749,-0.263164729,-0.385864984
0.307749596,-1.053660088,-1.333420887,-1.47954597,-1.747003403,0.128896661,-0.546167455,-1.018382456,-1.388069406,-1.64865927
0.018149406,-0.050718812,-1.602818784,-1.496209906,-1.702191507,-0.147907421,0.562941123,-1.133967852,-1.710888713,-1.515294534
-2.043773871,3.08130574,3.897685821,4.44426281,4.886487462,0.4002131,2.210469039,2.850881235,4.232265496,4.455464077
-0.700529082,1.170299962,1.676048578,1.356748989,1.527101145,0.145290424,1.237335699,1.606003999,1.417332386,1.427805828
-0.292450461,0.931455182,1.366810921,1.385622278,1.377081248,0.263060216,0.826358268,1.468203351,1.397892753,1.349837069
0.295476893,-0.71364782,-1.42054668,-2.25927642,-2.205389837,-0.329835384,-0.390108958,-1.069520685,-2.021895672,-2.198675135
0.205049386,-0.301789183,-0.525494547,-1.357993261,-1.495397703,-0.153470406,-0.292314523,-0.488859511,-1.052043168,-1.387357715
0.049794373,-0.65291288,-1.027408101,-0.822934502,-0.83026728,-0.137001066,-0.225222133,-1.014690323,-0.92659386,-0.78493836
0.869860059,-1.331080459,-0.935567265,-1.070711775,-1.09092217,0.089019281,-1.260494795,-1.189006706,-1.035845093,-1.093698428
0.511464929,-0.455614491,-1.366097453,-1.48778576,-1.447649353,-0.273970821,-0.514279562,-0.72364736,-1.578051657,-1.405878347
-0.462876069,0.603964058,1.823743903,2.287791246,2.356846926,0.705323284,-0.079518418,1.505980955,2.015202588,2.008237697
0.014930445,1.189079457,-0.016031666,-0.020586024,-0.103870673,0.210704966,1.62654547,0.373396229,0.002150665,0.034430479
0.628772475,1.591644039,2.703663306,2.887279998,2.77451815,-0.304236562,0.590762554,2.089045223,3.159603152,3.199502885
-0.415681102,0.854335577,1.362587803,1.237553996,1.278406837,0.113959796,0.730655025,1.230756859,1.254039657,1.223167856
-1.137135081,1.311419358,1.144278607,1.006042604,0.999789356,0.330886276,1.39942736,1.660563175,1.083467225,0.952539547
0.448677871,-0.964414443,-1.924788254,-1.565507349,-1.475136018,-0.543085688,-0.660382734,-1.285179558,-1.713306779,-1.367914938
-1.211352696,2.369156591,2.946111195,3.064850183,3.049255228,0.462438466,2.183830925,3.008369349,2.991707858,3.0444991
-2.349125212,1.901988256,1.266191846,1.311110547,1.174815627,0.355146885,2.16998093,2.039313063,1.334041534,1.287993314
0.606685512,-1.251883536,-1.888888574,-1.910734925,-1.717977889,-0.275215477,-1.29306216,-1.527102889,-1.998154971,-1.842440848
0.040096076,-1.004421984,-1.428908281,-1.35119061,-1.361554599,-0.232901235,-0.746374193,-1.115858174,-1.385789192,-1.394997171
-1.83878488,1.717301087,1.690922421,1.8336761,1.721282112,0.387547845,2.115132138,2.117021944,1.802485608,1.719603627
-0.281261287,0.38860231,0.783785244,1.385399292,1.652663505,0.082785681,0.331125738,0.488284426,1.145866472,1.471399706
0.031825259,0.619245658,1.038317446,1.386781975,1.336855825,0.101920044,0.29011993,0.858579877,1.262131124,1.449831066
-0.063400535,0.252997281,0.703662693,0.924467193,1.073186404,-0.108088412,-0.005677708,0.385923973,0.705170842,0.868832158
-0.248499566,0.370182489,0.724827492,0.99649186,1.434405484,0.070978684,0.180102262,0.36011454,0.662182461,1.137245448
-0.453500965,-0.048298953,-1.042272357,-1.263502593,-1.294691602,0.228439561,0.147565266,-0.408124086,-1.222468804,-1.259973301
-0.224186844,-0.22850597,-0.791822465,-0.871924664,-1.018943114,0.094178791,0.083854111,-0.574385115,-0.891950908,-0.977569929
0.154105447,-0.387631256,-0.988259052,-1.683069935,-2.012526141,0.080090855,-0.29426414,-0.66096325,-1.570562641,-1.733216294
0.123089743,-0.589627494,-1.187488386,-1.0928938,-0.976633152,-0.242159485,-0.352379669,-0.970578812,-1.146755513,-0.902783886
0.532310989,-1.752114521,-1.660853365,-1.595657046,-1.566784692,-0.460584577,-1.262193617,-1.948345189,-1.71118361,-1.578236204
-0.455499265,0.521554615,1.644744586,2.109630565,2.390234814,0.101571144,0.345780598,0.788840282,1.948539854,2.117239268
-0.467842485,0.646782514,1.009768059,1.245657542,1.444442036,0.037551449,0.39227057,0.824953658,1.135031042,1.318159765
-0.51135331,0.55595475,0.70390283,1.203060161,1.374851553,0.134397962,0.478998081,0.713598476,1.074902034,1.262207345
-0.290971521,0.633196826,1.036109962,0.968578482,0.955266383,0.20548734,0.570232328,0.832789521,0.94309824,0.915098314
0.248445534,-0.562638611,-1.298574651,-1.543399456,-1.63988508,-0.49245929,-0.418844771,-0.768119031,-1.491096704,-1.481702356
0.286795125,-0.525043042,-1.143796208,-1.793762311,-2.235851048,-0.041478262,-0.162905344,-0.446647447,-1.55626227,-1.750922812
-0.123742257,0.778548736,1.087324618,1.379229249,1.401606473,0.111322751,0.504018908,0.987352831,1.266096275,1.482028541
1.000500844,-3.219465448,-3.757382758,-2.954107694,-2.532133685,-0.602497378,-2.234054622,-4.034726549,-3.244011355,-2.541372173
0.167240717,-0.325567411,-0.916035141,-1.374266882,-0.916845735,-0.133694701,-0.351250521,-0.830043461,-1.34462264,-0.969466291
-1.521964186,2.499956808,3.61151434,4.128894815,4.481335701,0.577492132,1.710406569,3.047818117,3.870051948,3.993779085
0.126231163,-0.40353816,-0.854184576,-1.607579128,-1.28210247,-0.116748645,-0.117405916,-0.586710392,-1.428513955,-1.260044619
-1.38591263,2.125196706,0.639822839,-0.190850898,0.399230236,0.365800325,2.33372344,2.458269604,-0.065973932,0.279287155
0.04430027,-0.847191538,-1.08588722,-1.299054159,-1.309577049,-0.004275917,-0.921234479,-0.801674932,-1.188845704,-1.269693644
0.947500798,-1.92846108,-1.583473013,-1.516084584,-1.520554064,-0.635484226,-1.792905807,-2.053483864,-1.359088608,-1.35758179
-1.139876592,2.765671726,2.340712521,2.344659029,1.998284975,0.65528501,2.334356285,3.232429634,2.454120633,2.261116348
0.2660988,-0.713902042,-1.418387575,-1.294000461,-1.290483253,-0.267097314,-0.40075263,-1.071290865,-1.175144938,-1.259225705
0.356049488,-1.037326356,-0.868625539,-0.838095455,-0.915273354,-0.250219042,-0.62775717,-1.187762887,-0.852916352,-0.84779497
-0.110008261,0.387453167,1.094291125,1.707497534,2.129911004,0.035646669,0.11929909,0.562545188,1.390280603,1.965637956
-1.493007531,0.946026903,1.421248943,2.609218221,3.208200081,-0.302243162,1.003778653,1.204899922,2.089425017,2.859290301
-0.22710843,-1.255797828,-0.999002186,-0.980044375,-1.044868752,0.167842935,-0.890287697,-1.224760105,-1.019423987,-1.02052208
0.283050843,-0.481684788,-1.410775175,-1.760069073,-1.725283536,-0.393509674,-0.344255099,-0.482643107,-1.544374006,-1.707357683
-1.95892586,2.085152915,2.569871192,2.714874173,2.66002454,1.195479664,2.077452115,2.596300345,2.7017434,2.557533507
-0.937786665,1.20159603,1.073232751,1.566749159,1.702014386,0.30901009,1.233389067,1.279511911,1.574688479,1.65691319
-0.485069488,0.68127528,1.12105835,1.767041556,2.037123904,0.1189391,0.515227549,0.959004748,1.434237837,1.767533188
0.303195937,-1.092569829,-1.835595085,-2.007339803,-1.784953674,-0.093711792,-0.839488637,-1.857036031,-1.587781564,-1.668838142
-0.555854833,0.923904743,1.003167867,1.146909566,1.279579325,0.295111784,0.672412569,1.037795056,1.142250803,1.200567047
-0.140182713,0.265711785,0.570913971,0.810033232,1.02407415,-0.147362394,0.196806222,0.397344353,0.701046965,0.955707521
0.390879056,-0.895079206,-1.398287455,-1.839574011,-1.838005858,-0.319638116,-0.693975974,-1.079473906,-1.522957266,-1.723995854
0.044736337,-0.089290846,-0.526854819,-1.203554438,-1.387840608,0.006701591,-0.014477777,-0.018006374,-0.875748937,-1.323131496
1.303748938,-1.278139532,-0.851793359,-0.665044909,-0.682040408,-0.036132909,-1.44829406,-0.940752305,-0.680451349,-0.659716946
0.726974359,-0.917679727,-1.839368147,-2.062756648,-2.271439113,-0.16825578,-1.446022389,-0.791645749,-1.933548755,-2.195127946
-0.911632445,2.45527885,1.80843116,1.942053485,1.526488006,0.158963827,1.982317397,2.827149005,2.099529189,1.760024952
-0.114598256,0.044211017,-0.668184042,-0.998304028,-1.075481993,-0.093737142,0.211050288,-0.106714962,-0.879958232,-1.034486496
0.222156419,0.188803769,1.269960635,1.665823476,1.690862484,0.163317119,-0.075616548,0.99160183,1.425713737,1.574480769
0.105324551,-0.918625847,-1.416646182,-1.741006242,-1.818643015,-0.084455827,-0.522414916,-0.989681216,-1.564403628,-1.822281573
-2.6372094,2.959961099,3.693494468,4.122943668,4.163514734,1.407778858,2.809212499,3.643935748,4.090555328,4.108576359
0.288931303,-1.191359625,-1.4535468,-0.896150079,-0.74410832,-0.221854603,-0.714403971,-1.73908713,-1.084824477,-0.681906032
0.295739953,-1.083107309,-1.905307865,-1.667472073,-1.354841702,-0.102610192,-0.79923483,-1.419269721,-1.744365548,-1.33658945
0.298452405,0.344225671,0.961005361,1.220748078,1.025480206,-0.4460017,-0.113104783,0.229362275,1.002573258,1.137515106
-1.259836273,1.977331812,3.948824394,4.956413843,5.382030572,0.508267923,1.73526258,2.920067605,4.517771275,4.98579646
-0.018839738,-1.206697722,-1.688469212,-0.821519668,-0.930984561,-0.203412532,-0.339565803,-1.82536027,-0.982169298,-0.845977325
0.168507805,-0.296506803,-0.926902654,-1.404174758,-1.54986546,-0.132485758,-0.302551363,-0.601655845,-1.336022196,-1.501973383
-0.209009533,0.392976153,0.903913197,1.100421495,1.202524674,0.093840587,0.315532608,0.723936924,0.982090104,1.098125934
0.03372819,-0.553686607,-1.71602568,-1.800384751,-1.944186151,-0.075650654,-0.34882552,-1.790381573,-1.818718055,-1.695385079
-0.34036412,0.924902942,1.774870603,2.402597367,2.825319065,0.066741766,0.62401237,1.0946588,2.019784892,2.490559434
-1.005691343,1.503348125,1.789926872,1.887242123,1.937850807,0.605973016,1.473245828,1.689345151,1.938215964,1.961224308
-0.390147478,0.891790366,1.041159742,1.278813485,1.359465723,0.313938852,0.403847462,1.209777706,1.178549614,1.364699387
0.092503509,-0.367273949,-0.31935428,-1.525661938,-2.148465759,-0.063418556,-0.210429874,-0.613820085,-1.160161029,-1.826550328
0.01611058,-0.234793882,-0.752441241,-1.021248771,-1.126184337,-0.055834093,0.000630402,-0.265108614,-0.864468308,-1.085196663
0.445239379,-1.022757227,-1.076258239,-0.875848195,-0.803296054,-0.238174178,-1.033129884,-1.310230199,-0.923805747,-0.782251033
-0.313141061,0.570006728,1.068467335,2.640832542,2.930611687,0.106903321,0.348976545,0.452356885,2.15352436,2.777623793
-0.199202765,0.479411868,1.007840861,1.295689,1.346223315,0.208162024,0.283006093,0.554868059,1.105390128,1.374221667
-2.540336078,4.70529506,-0.300047785,-2.461078361,-2.132874898,1.340511462,4.975564756,4.446043832,-1.854342257,-1.37522461
-0.081649493,0.394032053,0.93712355,0.967748888,1.117198102,-0.100637322,0.163395508,0.655021085,0.902818099,1.051777181
-0.914508711,1.088647341,2.106716406,2.90283678,3.562352543,-0.067615296,1.046831812,1.826442008,2.701167444,3.099712707
0.157605946,-0.414909578,-0.98754464,-1.681591036,-2.671236436,-0.188927868,-0.332079755,-0.621040664,-1.107817685,-1.996443844
-0.01331972,-0.754450902,-1.05821466,-1.090363219,-1.091953756,-0.138257872,-0.364522006,-1.07204166,-1.196473599,-0.953483993
-0.061512034,0.226726084,0.386898191,0.972443141,1.227303865,0.123140996,0.168608586,0.378588174,0.825066637,1.044367899
-1.228027415,1.505453825,1.482863333,1.395313492,1.315071065,0.235655102,1.801084502,1.796743238,1.515599463,1.379805121
-0.938720474,1.546393647,1.749647404,2.630295989,3.069794599,0.168089028,1.242871475,2.138453357,2.400831585,2.79492402
-2.483044201,3.242798708,4.059479027,4.116407472,4.259225694,1.717839416,3.079093601,3.908852459,4.164346892,4.163258771
0.078651585,-0.195637726,-0.688345867,-1.328678014,-1.224440508,-0.060610032,-0.177634047,-0.563191645,-1.056782762,-1.20400717
0.341268157,-0.470881285,-0.878217581,-1.261805918,-1.541149945,-0.239410407,-0.318327097,-0.340651447,-1.018071154,-1.454050712
0.858640087,-1.843567178,-3.387091339,-2.88587083,-2.567732557,-0.52962679,-1.380363608,-2.877901163,-3.111751515,-2.788209945
-0.342449609,0.879592997,0.997520641,1.429659398,1.390788952,0.310356712,0.763590237,1.014534492,1.162472054,1.353124724
-0.694576476,1.175290553,1.436953997,1.430657398,1.713203788,-0.001047718,1.102027061,1.639224298,1.303519925,1.465738989
0.675915253,-1.435985588,-1.032796795,-0.816671937,-0.799330095,-0.320868505,-1.402061599,-1.125238902,-0.8043985,-0.709323768
-0.79885184,0.866636317,0.545333824,0.551072181,0.656595596,0.126191606,1.250141531,0.988952461,0.518794923,0.633040631
-0.152750173,-0.447953309,-0.7474834,-1.082234473,-1.339989584,0.103281906,-0.317883188,-0.458681164,-0.768977477,-1.126102724
0.73066302,-1.770962896,-1.964396755,-2.750970413,-3.151654507,0.058989468,-1.343826858,-2.521321659,-2.322798592,-2.915332976
0.425999749,-0.774023748,-0.872062516,-1.02632249,-0.948462527,-0.251174876,-0.594298999,-1.197857502,-1.024004232,-0.865555231
0.581855481,-1.150311163,-1.500385014,-1.30475316,-1.455141717,-0.348813619,-0.838345114,-1.264626609,-1.349609398,-1.341105328
0.015559428,0.102228202,0.490143406,0.749476312,1.004679164,-0.049471062,-0.091989208,0.094659145,0.47770691,0.929605893
0.304680582,-0.842079989,-1.200905812,-1.4308465,-1.82444589,-0.089544092,-0.431669712,-1.143691507,-1.524480959,-1.431351621
0.190513996,-0.571956961,-1.097498625,-1.260917368,-1.816309869,-0.298206279,-1.005464627,-0.466931066,-1.407900941,-1.551187139
0.067011613,-0.302228536,-0.913403057,-1.088478723,-0.972143646,-0.14816235,-0.208983393,-0.694400855,-0.999574686,-0.930870924
-2.933777196,2.964082929,3.17888399,2.998282938,2.867929689,1.342325636,2.857749206,3.725185428,2.950818137,2.724973081
0.837222335,-1.317990917,-1.16498049,-1.148019386,-1.155141651,0.133481533,-1.619978303,-1.111510506,-1.117500477,-1.251750359
-0.460387,1.30847079,1.632301093,1.586113605,1.649074764,0.06681742,0.890116273,1.842367117,1.506887234,1.425528703
0.335632804,-1.241413216,-1.607506302,-2.132132578,-1.951794201,-0.447713702,-0.96050003,-1.708949904,-1.968415754,-1.752510299
-0.223628493,-1.33419379,-2.453578339,-2.339051905,-2.33859937,-0.462371351,-0.490144444,-1.931322889,-2.306869753,-2.062555536
0.047731752,-1.295514486,-2.218802858,-2.19211452,-2.423092861,-0.327073051,-0.726247163,-1.66168255,-2.962664422,-2.637923234
0.972884867,-2.782828986,-3.57017591,-2.583410469,-2.942327762,-0.478149445,-2.640547515,-2.914778823,-2.439250849,-2.423851428
-0.962446504,0.80847,-0.276140416,-0.703474571,-0.898956713,0.57522465,1.150539955,0.524912659,-0.542408062,-0.794322602
-2.374852179,1.545709159,1.768466513,2.0168726,2.198715784,0.743616934,1.870827534,1.875455707,1.882522298,2.101585295
-0.647640723,0.895982458,1.815057128,2.651651216,2.885727547,0.317641148,0.770437821,1.507001524,2.34244128,2.736713391
-0.115923174,-0.460137439,-0.965812605,-1.198165836,-1.292474556,-0.138528737,-0.13222892,-0.889675254,-1.193533126,-1.315633076
-0.385098751,0.129870241,-1.176657741,-1.716646197,-1.550846317,0.162791024,0.230494541,-0.300691154,-1.418228109,-1.653203539
-1.830330088,2.150063617,3.996715476,4.564062303,4.191368053,0.92908949,2.314642655,3.921992962,4.522889847,4.156365768
-0.518568562,0.702924841,0.915741097,1.420314348,1.62450767,0.037464101,0.802537521,0.993576524,1.204191158,1.446231121
-0.03499955,-0.03645671,1.108210643,1.079850069,0.886079041,0.059427151,-0.115916995,0.527854638,1.127856391,0.846873743
-1.677539691,1.323501679,1.412537803,1.625974937,1.769281451,0.361549276,2.013162304,1.620916546,1.50786052,1.598712937
0.349489512,-0.679504395,-1.201196254,-1.435955003,-1.495315967,-0.190242759,-0.415304272,-0.862982719,-1.335490432,-1.225246832
0.161166703,-0.963501899,-0.644737291,0.236701702,0.486157853,-0.098381013,-0.642769444,-1.346989546,-0.083308919,0.421905406
0.574428625,-1.048441054,-3.269978167,-3.753800341,-3.562717583,-0.502332296,-0.724210227,-1.822944043,-3.778348724,-3.770890356
