ST1 to PS1,ST1 to PS2,ST1 to PS3,ST1 to PS4,ST1 to PS6,ST1 to PS9,ST1 to PS12,ST1 to PS16,ST1 to PS20,ST1 to PS24
0.507567906,-1.232457117,-1.17283065,-1.082515094,-0.945418813,-0.266648414,-1.114029608,-1.706185799,-0.958982575,-0.848023681
0.171945933,-0.5553003,-0.621092145,-1.241371653,-1.277947114,-0.261907212,-0.454315991,-1.151720374,-0.983375419,-1.388352598
0.623854077,-1.813769822,-2.812497245,-2.896354004,-2.762998482,-0.549191159,-1.422947464,-2.08623481,-3.150041136,-2.822618585
-0.860441678,1.23250703,1.814686947,1.999845068,2.255078575,0.492164475,1.033730881,1.421454285,1.768852772,1.982692722
-0.39147596,1.517782428,1.482569506,1.580612977,1.269528487,0.048751291,1.395331734,1.30154955,1.518089626,1.281609096
-1.784900618,1.708697139,1.431328787,2.966336745,3.671118176,0.481331877,2.22875244,1.849675699,2.32846036,3.285565676
0.619661447,-1.867132651,-1.974367286,-1.974935516,-1.899677523,-0.803732765,-1.685618793,-1.712965599,-2.140125049,-1.874028071
0.326818322,-1.112779422,-1.241156087,-1.624198168,-1.606953943,-0.387709502,-1.124857745,-1.151249883,-1.421794369,-1.570880879
-0.06026871,-0.630180483,-1.927648758,-1.887987534,-1.721731361,-0.471286916,-0.368782944,-1.499186764,-2.065291545,-1.59649593
0.219359064,-1.020786796,-1.419538751,-1.30966627,-1.278720244,-0.06357702,-0.895362404,-0.870372294,-1.319403027,-1.264211993
-2.087642769,2.934800058,3.331871999,3.671539043,3.917086741,1.63667886,2.905672917,3.288798236,3.634515038,3.819634478
-0.882770752,0.99147408,0.948937802,1.012898349,1.001283036,0.429648571,1.130480801,1.128843324,1.039002487,0.947806438
-0.423393927,1.427740018,2.66192601,2.839310421,2.942119206,0.373860948,0.966832293,1.94899073,2.789331205,2.765433898
-0.334618714,0.400745398,0.632946217,0.917554569,1.163388781,0.011453364,0.295281275,0.560497372,0.777289495,0.953090453
0.163997464,-0.54094051,-1.189786109,-1.127257137,-1.060178055,-0.216480987,-0.508855998,-0.749840872,-1.205989872,-1.055498894
-0.286766947,0.953514426,1.24053066,1.665293495,2.068968295,-0.11953894,0.650068544,1.358439626,1.469142641,1.856553995
0.020345562,-0.265910845,-0.668751807,-1.011740282,-1.120323664,-0.108059723,-0.26475608,-0.833936468,-0.985963199,-1.02601505
0.241869034,-0.517011598,-1.324138498,-1.228790473,-1.934357197,-0.439382912,-0.172259393,-0.897926797,-1.288591205,-1.257026549
-0.453008151,1.936821252,-2.449119242,-2.313729036,-2.576583523,-0.205610289,1.965319524,1.648218921,-2.074342622,-1.782961474
0.006515106,-0.464080021,-1.715520473,-1.273479732,-1.450907373,-0.164926392,-0.140821699,-1.01171716,-1.012526221,-0.917147449
-0.00828802,-0.321667394,0.354104726,1.877511061,2.298843312,-0.134735222,-0.304866606,-0.211071543,1.257362315,2.06761015
-0.408212083,1.20260824,-0.025913258,-0.100009267,-0.114630993,0.251496293,1.076746645,0.985903256,-0.07469133,-0.301869889
0.003498632,-0.562121699,-1.021425664,-0.865219104,-0.936123912,-0.372269269,-0.129680365,-0.970326541,-0.889886032,-0.793602771
-0.102666811,0.250793733,0.691623445,0.944658994,1.025427972,0.039418877,-0.077653713,0.200641476,0.729802174,0.958655242
0.124330365,-0.24847411,-0.007724902,-1.936193188,-1.845297489,-0.130181833,-0.262975008,-0.56590408,-1.142339559,-1.818527348
-0.131209625,0.308948257,0.769991299,1.280725412,1.374526659,0.055955195,0.147373748,0.315112963,1.060940294,1.346231191
-0.214770112,0.718182712,0.828615966,1.062512697,0.984829866,0.077178014,0.443475817,1.080633022,1.016607544,1.050895651
0.172586969,-0.471840542,-1.123901268,-0.950037485,-0.836110459,-0.165023265,-0.188036794,-0.517668407,-0.926061903,-0.906297537
0.420449873,-0.585652264,-1.699417671,-2.058058538,-2.008616172,-0.401567037,-0.561232487,-1.283884737,-1.657483926,-1.87568529
-0.690215425,1.244804352,-1.091921495,-1.097240772,-1.216483781,-0.08441092,1.832546832,-0.249579842,-0.86369489,-0.926669468
-0.412143009,1.273912301,2.069854368,2.276031754,2.319924336,0.603816521,0.760525339,1.495093856,2.255773738,2.373007548
0.229372891,-1.209170449,-0.186294075,0.195273732,0.197771013,-0.53457514,-0.934866321,-0.677711005,0.01178987,0.248518398
0.11989465,-0.583150945,-0.903703265,-0.781396899,-0.778652053,-0.058140787,-0.22639482,-1.006990852,-0.931093872,-0.737550373
0.112295668,-0.110646811,-1.56984882,-1.756474442,-2.657090837,-0.039371306,-0.036179699,-0.062090267,-1.075482817,-2.28525926
0.529916073,-0.984486643,-2.146272363,-1.745221712,-1.409601427,-0.026438792,-0.978359631,-1.882116779,-2.073208163,-1.450967698
-0.911359421,1.018233529,0.553494337,0.262588326,0.035052911,0.684868262,1.118065219,1.037764183,0.438667363,0.106225185
0.176118012,-1.21246216,-1.037611153,-0.822637261,-0.76358944,-0.38508579,-0.699818661,-1.359466646,-0.89008785,-0.784387258
-1.340857843,1.577480821,1.564188968,1.587942232,1.606538786,0.755572557,1.622320341,1.526483435,1.622025674,1.60868188
-1.50774788,2.692043141,3.67791919,3.586373869,3.481693165,1.034177115,1.756262656,3.409736384,3.609928242,3.572785614
0.167505651,-0.667898261,-0.973794978,-0.841103838,-1.006233927,0.047849841,-0.361438373,-1.027014861,-0.975557418,-0.881453861
0.338211669,-0.79013029,-0.848886361,-1.347867604,-1.542263067,-0.095855063,-0.612087394,-1.206154542,-1.24805772,-1.426223995
0.499843467,-0.413508814,-0.204779874,-2.084406316,-1.904620523,-0.16933642,-0.523781861,-0.687064679,-1.656283724,-1.910218949
0.102140136,0.18567535,-0.86150259,-1.248464683,-1.234338018,0.081473064,0.072173037,-0.114532894,-1.095002259,-1.103094337
0.147247854,-0.511873269,-1.203943679,-1.048660102,-1.180979835,-0.050696102,-0.391401372,-1.265249925,-1.116962178,-1.047828447
1.251402189,-2.524384961,-3.160969864,-3.412016801,-3.602132801,-0.682850438,-2.558780431,-1.865428379,-3.067108076,-3.419837096
-0.489625974,0.915486427,1.005104133,1.120613977,1.159671586,0.282045685,0.753103958,1.172089155,1.035733072,1.083887337
-0.020951578,-0.046368626,-0.026430947,-0.970652799,-1.149316173,-0.027617403,-0.110520134,-0.291704153,-0.674630348,-1.12265545
0.303028091,-0.313977588,-0.382968566,-1.870136029,-1.703322382,-0.357812232,-0.412305947,-0.832033274,-1.146953019,-1.747450566
0.105388419,-0.142960573,-0.072157483,-1.391277855,-1.459929409,-0.059968102,-0.261683639,-0.737044222,-1.006640819,-1.283669051
-0.042564887,0.015583822,0.817584459,1.084336825,1.072093181,0.189161477,0.069878825,0.397262826,0.997080686,0.879955703
0.81706716,-1.079253001,-0.570266045,-0.758476437,-0.788988828,-0.14968631,-1.368411648,-0.859221121,-0.675745442,-0.787857112
0.116004571,-0.264739074,-0.255205339,-1.823281902,-1.672465136,-0.075592977,-0.424058942,-0.578918305,-1.510390433,-1.670435295
0.269060852,-1.506445486,-1.296533581,-1.313867614,-1.391884861,-0.499986028,-1.207731746,-1.333748381,-1.297702821,-1.289646051
0.907523513,-2.008867586,-1.789500334,-1.573448549,-1.443300065,-0.370119396,-1.811110964,-1.777331212,-1.457719187,-1.371093636
-0.956963602,0.829708627,0.456721707,0.065692914,0.062615061,0.280013154,1.209946242,0.969624194,0.254253205,0.004830077
-1.141366088,1.986775324,1.917497983,2.33726531,2.480992037,0.867827825,1.679060363,2.365666861,2.182007748,2.405862674
0.184799187,-0.534029473,-1.007212879,-1.17480112,-1.373509468,-0.485711486,-0.239601802,-0.735485477,-1.056135188,-1.219616949
-0.110599458,-0.067467819,-0.345406719,-0.807367755,-1.105199334,-0.044266307,-0.008318911,-0.05329813,-0.606519138,-0.983681978
-0.823988364,-1.683638982,-2.092573434,-1.836249885,-2.097205725,0.827729136,-1.574968775,-1.366955664,-1.891008302,-2.224032487
0.347812922,-0.879354719,-1.165274108,-1.103835573,-1.079784494,-0.305748477,-0.726652808,-1.249872226,-1.202624662,-0.941372216
-0.249728905,0.928345844,0.982001339,1.189401968,1.110703314,0.387681447,0.965066106,0.551156252,1.182346703,1.192932815
0.40972016,-0.497677506,-0.360823722,-1.785933804,-1.877598429,-0.111377812,-0.486519331,-0.932841888,-1.508820118,-1.615146476
-0.038125496,-0.053590923,-0.008436526,-1.703901566,-1.55501248,0.030384833,-0.127974546,-0.397658394,-1.483530028,-1.532747071
-0.054774014,-0.312802312,-1.018350748,-1.135913404,-1.009548111,-0.087636581,-0.195108274,-0.920281601,-0.955637462,-0.950708687
-0.078463147,0.811480524,0.93620869,1.317935736,1.550347683,-0.041624613,0.173120106,0.812267862,1.330907173,1.237436923
0.373670518,-0.825866091,-1.654285052,-1.85759089,-1.468737366,-0.330880815,-0.787112275,-1.306940184,-1.866909061,-1.700703146
-0.047693011,0.903845636,0.947549399,0.975024112,0.835569528,0.232220705,0.362224198,1.505944107,0.987337595,0.968282785
0.070893711,-0.202539518,-0.074034247,-2.036229042,-1.745321268,-0.068090852,-0.22734771,-0.49684462,-1.671630845,-1.742614453
0.150434364,0.011199219,0.661424536,0.870182489,1.186113817,-0.195243455,-0.094724122,0.304773648,0.772913635,1.020200929
-1.64057841,1.656305771,2.488748275,3.597685705,4.172241722,0.967097203,1.742784613,2.538604939,3.414693392,3.897061003
-0.486079274,0.779096563,0.824953682,0.689718674,0.687462068,0.066551739,0.624386937,1.016969971,0.696461785,0.701954604
0.408785659,-1.505002855,-3.307154999,-3.935047026,-3.947750992,-0.508546546,-0.700434705,-2.135664038,-3.511533074,-3.676133521
-0.040665867,-0.624080402,-1.048356839,-0.251108853,0.176752144,-0.075052513,-0.368435896,-0.949934342,-0.581066186,0.063601392
0.030566843,-0.111693125,0.740932584,1.126106239,1.281034654,-0.067572459,-0.194743117,0.546672494,0.974318667,1.132713984
-1.169536009,0.824701663,0.582547629,0.684160513,0.525544222,0.473544006,1.307899875,0.484320385,0.639100764,0.633213889
-1.025058503,0.405331617,0.603895587,0.823363045,0.832398947,0.398056512,0.853505146,0.73772495,0.790812483,0.799519625
-0.105655736,0.572919934,0.886698571,0.977651767,1.306037252,-0.050989474,0.405579204,0.927306086,0.937308514,1.062209302
0.142026395,-1.004475466,-0.191003974,-0.136648188,-0.29638788,-0.089021241,-1.044768179,-0.870905829,-0.06435523,-0.256167171
1.048473411,-1.37928527,-1.35862519,-1.140514847,-1.264376698,-0.553582014,-1.420726379,-1.317906098,-1.125515924,-1.094041084
-0.02753811,0.373888576,1.007108289,0.627149878,0.733039652,0.266902032,0.241480689,0.809911135,0.833393327,0.689117455
-2.597133415,0.971102232,0.150264017,0.212990034,0.086780245,0.245609186,2.04623934,1.190222661,0.187605075,-0.077232059
0.461391266,-1.686755014,-1.166336357,-0.942011984,-0.921114931,0.112871527,-1.611314107,-2.014629382,-0.951344048,-0.963226006
-2.544642824,0.859213382,-0.188406199,-0.198566036,0.163613117,1.331240664,1.993598509,1.171164227,-0.231778429,-0.28497502
0.025908247,-0.395383837,-0.640576053,-1.303614978,-1.208370948,-0.005459569,-0.280203374,-0.902120594,-1.226894259,-1.221564999
-0.455184754,0.642863057,0.80444513,1.035034842,0.947249634,0.246104551,0.42022845,0.773960762,0.999045541,1.07725924
-1.815470253,0.924740437,0.01385878,-0.07622188,0.271533916,1.099692532,1.418280734,1.320378872,0.057490762,0.11818806
0.416452173,-0.821443584,-1.128472289,-0.610281849,-0.495474381,-0.427337003,-0.569607823,-1.279751056,-0.794189831,-0.441782256
-0.31059929,0.752925023,1.318299553,1.991429759,2.628069863,-0.066044599,0.72167824,1.242724703,1.979329931,2.271223783
-0.052459889,-0.178511924,-0.519870222,-1.71444041,-1.937760255,0.053337175,-0.203791928,-0.866330772,-1.372572812,-1.655768607
0.519184978,-1.097434995,-0.975093534,-0.846705135,-0.814871879,-0.504242877,-0.776225232,-1.097705553,-0.972909372,-0.930463588
0.034856482,-0.26476931,-0.705659191,-1.40951837,-1.426601749,-0.129988396,-0.274038607,-0.760588586,-1.267931469,-1.4593117
-0.239635853,-0.21685585,-0.852085011,-1.163668253,-1.007770091,-0.16011061,0.041120309,-0.380266516,-1.187120676,-1.022156997
0.087613566,-0.230111481,-0.418669666,-2.128192306,-1.908490525,-0.104034479,-0.324205049,-0.55483756,-1.816469609,-1.811603926
0.062203075,-1.004681416,-0.111880777,-0.06238472,0.056647637,-0.024815555,-0.865345635,-0.589258481,-0.162548956,0.053660694
0.158926555,-0.349209555,-0.386556993,-1.56839471,-1.524358738,-0.172337782,-0.329539171,-0.712507519,-1.143300334,-1.496706457
-0.109129372,0.608601356,0.861767287,0.873563341,1.034291073,0.05225109,0.467392395,0.844172394,0.938047612,0.97122123
0.029534142,-0.96971607,-2.177721454,-2.509692199,-1.896443807,-0.042616505,-0.43788221,-1.1760857,-1.691128348,-2.025023822
-1.674131518,2.505659261,2.948516442,2.85241906,3.03143133,0.91228121,1.799307476,2.400980305,2.821561613,2.872010823
0.024206422,-0.624650322,-1.445426306,-1.443913545,-1.598696657,-0.094302017,-0.325171369,-0.991272793,-1.56783091,-1.405891091
-0.191906772,-0.216323883,-1.420781818,-1.164721841,-1.128460503,-0.280555187,0.084714162,-0.643430058,-1.250795107,-1.122041604
0.445143983,-0.970252132,-0.367644401,-0.134666135,-0.257929913,0.089798812,-1.152036596,-1.05646121,-0.229641297,-0.284790205
-0.850785067,1.52191087,1.906529818,2.273568894,2.708806489,0.532593527,1.340383354,1.761194072,2.198235032,2.379858478
0.457545464,-0.675236921,-1.067820276,-1.003118713,-0.833886323,-0.12687621,-0.712265275,-0.673961897,-1.34522146,-1.16106629
-1.394852899,0.172910753,-1.336388757,-0.643178232,-0.533955577,0.634387654,0.877005028,-0.409541096,-0.559633775,-0.528406171
-0.282094466,0.258021422,0.852057176,1.367955432,1.352012631,0.34496747,0.329940659,0.844999719,1.113293868,1.256499837
-0.368603059,0.81582953,1.069192508,1.180633868,1.339726636,0.040580044,0.635255619,1.071168151,1.110191677,1.201987066
-1.565386429,0.377988342,-0.107033911,-0.182838301,0.014143842,-0.313763985,0.953148893,0.182192785,-0.126004885,-0.12335665
-0.836881017,0.896529424,1.037567801,1.106880298,1.088179488,0.149500201,1.144326102,0.975103544,1.128254939,0.957014894
-0.087422324,-0.425456482,-1.637353893,-1.936625391,-1.762783004,0.360785497,-0.659028802,-1.090986273,-1.667592353,-1.743823704
-0.686637442,0.939174771,1.408880314,1.150584576,1.167659375,0.246345678,0.969484992,1.514524335,1.268787567,1.050883355
0.30432358,-0.537559823,-1.180031633,-1.337689765,-1.588496075,-0.66766188,-0.595605797,-0.747869464,-1.143270604,-1.394219505
-0.613069513,1.160398654,0.841872562,0.762362755,0.670655954,0.309000267,1.105931768,1.228953123,0.81722105,0.753267398
-0.26812519,1.011989473,1.464154531,1.766833768,1.94044331,-0.008012589,0.624717532,1.147743063,1.608406437,1.899873169
0.139077841,-0.183024244,-0.710841111,-1.105759322,-1.138085625,-0.275244218,-0.079963383,-0.237785061,-1.194203765,-1.07142564
-0.945851492,3.012962057,-0.522900498,-1.03887004,-1.165394307,0.974297156,3.109887673,2.915039475,-0.642807671,-0.731877902
0.099120608,-0.82528977,-1.188670447,-0.907134524,-0.797670658,-0.055624937,-0.800192415,-1.019949911,-1.00280848,-0.937545753
0.58643329,-1.51967388,-1.575251682,-1.384211279,-1.445682562,-0.646594166,-1.339964615,-1.56033176,-1.47998265,-1.40511124
-2.378537246,2.357108562,1.777409168,2.133602495,2.259928171,1.317895676,2.711845656,2.290206019,2.013595909,2.106788723
-0.32732308,0.643587784,0.894512004,0.933025554,1.130273605,0.022189804,0.490257799,0.789380018,0.847879373,1.01258813
-0.873361164,2.486972226,3.343858312,3.422710831,3.308766019,-0.12017701,1.75313628,3.155981358,3.441199892,3.021073869
0.28213283,-0.867006212,-1.023711236,-1.214325362,-1.059860207,-0.408428134,-0.583026096,-1.189711015,-1.169310245,-1.134185207
0.464072456,-0.595299419,-0.690131453,-1.657042661,-1.913981687,-0.081458741,-0.654202073,-1.266983972,-2.039001442,-1.779706156
0.088540684,-0.341516873,-0.626385278,-1.197729518,-1.418533279,-0.112894796,-0.075089406,-0.397178509,-1.242270049,-1.388097125
-0.908932214,1.327515688,1.655572121,1.92305159,2.100925498,0.521143264,1.311234702,1.748996596,1.656028041,1.723332756
-0.375970721,-0.076692151,0.772605238,1.849840465,2.43523157,0.842185844,0.019904479,-0.378975993,1.628262951,2.228571075
0.66215398,-1.64702457,-2.451386104,-2.489742613,-3.006734083,-0.456909197,-0.808557736,-1.430612123,-2.247457707,-3.033736985
0.542089575,-1.002387598,-0.064872075,0.377314574,0.765308713,-0.287576073,-1.005580856,-0.829899921,0.174243671,0.589658939
-1.037411421,-0.044926494,-0.122358434,0.448124488,0.422445648,0.355332788,0.505248818,-0.255546764,0.242681337,0.559430766
-0.500173364,2.016993349,2.046051385,2.456212686,2.434564707,0.701917446,1.667257869,2.066106451,2.330037709,2.367173489
-0.067061935,-0.081949762,-0.140533004,-1.086000496,-1.006539924,0.014791043,-0.090619579,-0.625804072,-0.915692405,-1.080211521
0.068036187,-0.4054527,-0.780044764,-1.796518487,-1.988572169,0.037407913,-0.278770849,-1.046466331,-1.896353643,-1.850030841
-0.868860381,0.603098944,0.862669573,1.138531029,1.097083775,0.22135709,0.725894986,0.728685269,1.089533134,1.096186583
-3.582527193,3.493330467,4.712123659,4.711456287,4.965796909,0.991734119,3.848745393,4.173840833,4.642173135,4.751235737
0.211026867,-0.425650814,-0.687905569,-0.942771251,-1.050361542,-0.197137448,-0.280461504,-0.604334784,-0.767294244,-0.886881265
0.780283619,-2.07860339,0.15630262,0.65876158,1.11681598,-0.265817752,-1.830115191,-0.811148327,0.488622965,0.706475443
0.315719797,-0.454841963,-1.039348383,-1.119833195,-1.128996837,-0.284810419,-0.497154824,-0.799888927,-1.12981707,-1.166272037
0.393310429,-0.778585202,-1.051325086,-1.239844918,-1.200499684,-0.422494214,-0.691541264,-1.016174641,-1.263534343,-1.132160231
0.212986819,-1.769931015,-4.074762382,-3.642998814,-3.640608697,-0.745175129,-0.815533294,-3.229213918,-3.906908255,-3.46451761
0.136165284,0.22425109,0.081167023,-1.149797602,-1.117616285,0.12426217,0.018866402,-0.144329017,-1.072491643,-1.023649363
0.103201477,-0.39333054,-0.126419278,-2.331947097,-2.180507563,-0.115972803,-0.391394144,-0.829600587,-1.338327027,-2.067619426
-0.122623435,0.333495165,0.632063277,0.933598058,1.330892822,0.014436777,0.117341872,0.3620004,0.806266409,1.198650386
-0.534201665,1.045847566,0.752890774,0.300274972,0.135346635,0.378843852,1.144940938,1.266136822,0.400422474,0.223752196
0.572125269,-2.027932085,-1.759171329,-1.086076775,-0.843038681,-0.387533888,-1.946538499,-1.91520525,-1.336562618,-1.083940529
-0.301733742,-0.697642268,-0.025698285,1.532845757,1.84867764,0.469032888,-0.777066087,0.075810247,1.013894786,1.58572979
-0.156127111,-0.255151176,-0.889871628,-0.693904633,-1.146742834,0.152385118,0.009374528,-0.773665793,-0.825621497,-0.785344005
0.076900636,0.260580599,0.505302434,-1.50478344,-1.481493124,0.016315653,0.032960298,-0.013382858,-0.918475483,-1.415235911
-2.741529775,5.360463634,5.364313681,5.903022616,5.373409885,1.066753506,5.030507523,6.584830833,5.911102556,5.201435295
0.055130293,-0.154744862,0.239652252,-2.107905705,-1.64130412,-0.110521276,-0.22079354,-0.561839728,-1.03371961,-1.806831914
0.033191112,-0.231764982,-0.705292775,-1.335218969,-1.647630096,-0.217226766,-0.090735438,-0.343894283,-0.954472041,-1.464967607
-0.742842529,1.277074549,0.860009889,1.134567331,1.264281212,0.503110181,0.929598241,0.977302509,0.970083096,1.366226648
0.207066071,-0.364238593,0.042293725,-2.00602767,-1.84000105,-0.123902834,-0.375727142,-0.595231232,-1.141207523,-1.869742589
0.115199523,0.120990208,0.565612746,0.783168516,1.045154597,-0.299831829,-0.037680291,0.315349963,0.722857911,1.03915475
-0.187197996,0.432710919,0.738021348,1.000947195,1.263453142,0.058760358,0.268337955,0.565288426,0.821280942,1.15758696
0.393914214,-0.498978124,0.652741531,1.313614782,1.148778291,-0.686509062,-0.425646522,-0.48067974,0.878001141,1.321453341
0.631998588,-1.954244787,-2.203427985,-2.01973672,-1.747928666,-0.800515778,-1.64933521,-2.256075857,-2.085737762,-1.799005302
-0.236324765,0.217684499,-0.430000113,-1.638149389,-1.680956321,0.001584972,0.13052977,0.352541286,-0.820990691,-1.521532233
0.049605409,-0.399543827,-0.491046923,-1.295786524,-1.35917861,-0.058863218,-0.268355072,-0.684765443,-1.044031948,-1.29878333
0.092557904,0.080246997,0.069956625,-1.866176163,-1.729268236,-0.04483296,-0.115412605,-0.254555486,-1.548863443,-1.585358299
0.089976972,-0.199183964,0.086282363,-1.712050152,-1.510486132,-0.027602217,-0.172192999,-0.512450168,-1.300073958,-1.468450392
-0.313760019,0.35847315,0.800076622,0.893963265,1.017327837,0.261728145,0.332043975,0.675976733,0.955105036,0.847321606
0.246481251,-0.996495122,-0.986794787,-1.006430012,-1.085038054,-0.232851948,-0.874952048,-1.18136312,-0.977388907,-0.915171576
0.101638268,-0.643664705,-0.973276109,-1.309335749,-1.247642927,-0.038350763,-0.287815339,-1.156314651,-1.191045109,-1.179259614
0.788185308,-0.636589352,-0.959614112,-1.147786779,-1.189984268,-0.281891589,-0.632210151,-1.217694968,-0.919816725,-1.082549949
-0.287603412,0.756767059,1.141694089,1.105343016,1.30254165,-0.040768503,0.531043527,1.407072676,1.075791328,1.16580471
0.411713337,-1.489294783,-1.348514837,-0.96937961,-0.879559152,0.004630096,-1.129556592,-1.954487834,-1.284270242,-1.111569029
0.319202015,-0.964644567,-1.137635691,-1.165851929,-1.435588289,-0.20987832,-0.643491863,-1.438949339,-1.117523821,-1.24531589
0.007747639,-0.010682218,-0.905521708,-1.29111711,-1.192542826,-0.137652988,0.192684975,-0.20018049,-1.289908819,-1.178136285
-2.217887789,3.66467257,5.61982479,6.34960812,6.137761047,0.800169644,2.657747409,5.349220325,6.152437728,6.267338048
-2.473932922,3.967489234,3.394106782,5.155108521,4.757958072,1.089088842,4.168299529,4.34598146,5.006480862,5.020533545
-0.021613512,-1.247639841,-2.607356747,-2.050382057,-2.101460817,0.236502553,-0.391439302,-1.494898127,-2.463123392,-1.825897718
0.030724073,-0.266010681,0.109853838,-1.714567535,-1.382365781,-0.063925509,-0.182228872,-0.496957057,-1.005237654,-1.446589169
-0.361289825,0.580593361,0.915273768,1.022768192,0.900790638,0.345363479,0.398942828,0.70465817,0.985470704,0.94219748
-0.13737469,0.730932878,0.9684877,1.76807667,2.131914412,0.287713581,0.429806772,1.179456965,1.556802131,1.982357609
0.431759377,-0.783652934,-0.977198031,-1.834718886,-2.629455285,-0.223383089,-0.510961922,-0.738169247,-1.476486396,-2.114064662
-0.01194927,-0.242668667,-0.957456393,-1.33319662,-1.521159575,-0.033063858,-0.188321215,-0.949029497,-1.362014495,-1.415463834
-0.091065653,-1.535267151,-2.772939479,-1.921251698,-2.153871446,-0.637878899,-0.496479412,-1.893630907,-2.211345355,-1.87028644
0.154382513,-0.908908659,-0.668697148,-0.386534041,-0.084302527,-0.028630148,-0.668480051,-1.255766661,-0.562474645,-0.222752602
-0.377179186,-0.095462362,0.897968479,1.747115587,1.872231824,0.532506339,-0.053595844,0.466586443,1.40058644,1.723182194
-1.253566977,1.647146725,1.725952072,1.40014953,1.483192479,0.330086774,1.657061167,1.973645201,1.621898872,1.709718627
-0.302486554,0.082075417,0.5141043,1.022575219,1.555545896,0.127543539,-0.006992098,0.138318566,0.844238783,1.370843077
0.661935668,-0.490062494,-0.780736074,-1.247351566,-1.406309855,-0.323942209,-0.777144565,-0.796312027,-1.141286192,-1.343569564
0.164499371,-0.3179496,-0.587268486,-1.021527259,-1.087337023,-0.114807241,-0.259969918,-0.613719198,-0.91640954,-1.007367085
0.690026776,-1.23393105,-2.813965835,-3.509887779,-3.703155671,-0.614007052,-0.89669488,-1.788185983,-3.082662403,-3.090226041
-0.016012352,-0.271218307,-0.754128009,-0.927191555,-0.914753369,-0.015498923,-0.447145184,-0.437113485,-0.866847929,-1.158458182
0.056279895,-0.334242069,-0.542871826,-1.65252006,-1.723426054,-0.033497347,-0.253247823,-0.783025169,-1.537144611,-1.687982499
0.74588451,-3.093570279,-2.802121915,-1.442171954,-1.089756868,-0.534100172,-2.762653716,-2.206907922,-1.881216405,-1.402617631
-0.500748624,0.839178057,1.12069293,1.767462254,1.976319677,0.550075345,0.361723304,1.108016506,1.496585996,1.861181357
-0.946659802,0.335900482,0.434583167,0.755988951,1.34202151,0.152483228,0.592302974,0.173136191,0.427392571,1.005777593
0.044421789,0.070592449,0.358690656,0.872322929,1.066434876,-0.043958378,-0.137450813,0.070557567,0.6257456,0.955938982
0.172469889,-0.503923623,-0.946461097,-2.113775311,-2.147377102,-0.161836648,-0.405794999,-1.164454417,-1.795368726,-2.031323787
0.792564062,-1.438292725,-1.833466629,-1.815176094,-1.877740526,-1.329854706,-1.804664439,-1.82757957,-1.866920135,-1.855004529
-0.178692246,-1.028897545,-1.031933788,-1.14160679,-1.291052425,-0.039134419,-0.917584695,-1.100913582,-1.059068848,-1.220594474
-0.363630441,1.110242686,1.369449022,2.026867719,2.110179698,0.022569275,0.42617624,1.321446614,1.966123703,2.127327425
0.848439325,-1.279048714,-1.465797833,-0.732890576,-0.950092416,0.06268439,-1.430529724,-1.50422053,-0.85198926,-0.771306791
-0.092000148,0.138332171,0.641436982,0.773643965,1.028196096,-0.358937891,-0.038794344,0.286396713,0.697009747,0.780629125
0.224970019,-0.609885652,-1.394214164,-1.605737881,-1.571651143,-0.435617142,-0.6410228,-1.391250219,-1.675160934,-1.756651139
-0.364300811,0.548615176,-1.099887475,-1.005570158,-1.027841209,-0.214955541,0.703429708,0.213642762,-1.273162078,-0.990327829
-2.766199906,2.96952443,1.768986388,0.732786922,0.239864838,1.403807621,2.929172301,3.447067702,1.757129833,0.251585298
0.028135907,-0.836821438,-0.997429519,-0.764935603,-0.660265497,-0.15868462,-0.416128043,-1.091883873,-0.888714669,-0.775751104
0.183138634,-0.079502949,0.434281739,1.21235534,1.780681229,-0.136301709,-0.261684046,-0.081784867,0.823979247,1.604085112
-0.175916276,-0.098062839,-0.52304895,-1.340160037,-1.623763002,0.178559568,0.009004029,-0.650093424,-1.196154901,-1.360930261
-0.479147226,1.302543622,1.277449988,1.264034446,1.020304701,0.552874089,0.989007849,1.429202374,1.36865412,1.182563558
0.050453106,-0.245232822,0.269883768,-1.684372718,-1.636010457,-0.055448197,-0.179115026,-0.558826454,-0.925228701,-1.708501567
-1.323780445,3.37567981,5.165796588,6.61146998,6.998048348,1.002900715,2.480061276,4.273542392,6.142175358,6.729758189
-0.048420701,-0.006666665,-0.213162903,-1.895854742,-1.585850312,0.029350183,-0.148659457,-0.40147705,-1.546030529,-1.60466148
0.802216,-1.683079494,-2.44385592,-1.875242025,-1.760233874,-0.494768479,-1.376957228,-2.160785454,-2.096368988,-1.753124292
0.109776592,-0.022343099,0.001561741,-1.966970721,-1.850045716,-0.086183219,-0.291309536,-0.562932523,-1.17007441,-1.791759564
-0.149796138,-0.376977214,-0.595364145,-2.294348991,-2.236197515,-0.066828224,-0.250353264,-1.081051924,-1.507877709,-2.237712302
-0.024509543,0.830209227,1.255091475,1.323307059,1.360614311,0.091047165,0.05073174,1.057342777,1.073281847,1.163947579
0.485129655,1.033660925,1.1064545,2.530835208,2.78908236,0.493983248,0.815562138,0.455396608,2.056738838,2.640334494
-0.009412378,-0.290452064,-0.28262529,-1.970326094,-1.916137875,0.061037891,-0.184807216,-0.776979716,-1.399817228,-1.906339729
